,Date,Attack Type,Target,Acute Effect,Latent Effect,Fight Context,Continent,Weapon Type,Fight Ended,Mortality
1072,1854.0,Thrust,Torso,Incapacitation,Incapacitation,Foot vs Horse,Europe,Polearm,True,False
1073,1854.0,Cut,Head,Incapacitation,Incapacitation,Horse,Europe,Sword_cutting,True,False
1074,1854.0,Cut,Head,Death,,Foot,Europe,Sword_cutting,True,True
1075,1854.0,Cut,Head,Death,,Foot,Europe,Sword_cutting,True,True
1076,1854.0,Cut,Head,Death,,Foot,Europe,Sword_cutting,True,True
1077,1854.0,Cut,unspecified,Ineffective,Ineffective,Foot,Europe,Sword_cutting,False,False
1078,1854.0,Cut,unspecified,Ineffective,Ineffective,Foot,Europe,Sword_cutting,False,False
1079,1854.0,Cut,unspecified,Ineffective,Ineffective,Foot,Europe,Sword_cutting,False,False
1080,1854.0,Cut,unspecified,Ineffective,Ineffective,Foot,Europe,Sword_cutting,False,False
1081,1854.0,Cut,unspecified,Ineffective,Ineffective,Foot,Europe,Sword_cutting,False,False
1082,1854.0,Cut,unspecified,Ineffective,Ineffective,Foot,Europe,Sword_cutting,False,False
1083,1854.0,Thrust,unspecified,Ineffective,Ineffective,Foot,Europe,Polearm,False,False
1084,1854.0,Thrust,unspecified,Ineffective,Ineffective,Foot,Europe,Polearm,False,False
1085,1854.0,Thrust,unspecified,Ineffective,Ineffective,Foot,Europe,Polearm,False,False
1086,1854.0,Thrust,unspecified,Ineffective,Ineffective,Foot,Europe,Polearm,False,False
1087,1854.0,Thrust,unspecified,Ineffective,Ineffective,Foot,Europe,Polearm,False,False
1088,1854.0,Thrust,unspecified,Ineffective,Ineffective,Foot,Europe,Polearm,False,False
1089,1830.0,Cut,Head,Incapacitation,Incapacitation,Horse,Europe,Sword_cutting,True,False
1090,1830.0,Thrust,Torso,Incapacitation,Incapacitation,Foot vs Horse,Europe,Sword_cutting,True,False
1091,1830.0,Thrust,unspecified,Ineffective,Ineffective,Foot vs Horse,Europe,Sword_cutting,False,False
